Invoice ID,Product line,Date,Quantity,Shipment_mode,shipping cost,Payment,warehouse_name
603-07-0961,Electronic accessories,2019-01-10,5,ExpressAir,7.479,Cash,WH2
704-20-4138,Health and beauty,2019-03-11,7,Regular Air,1.4835,Credit card,WH2
787-15-1757,Health and beauty,2019-02-18,4,Special Air  ,3.5256,Ewallet,WH2
649-11-3678,Food and beverages,2019-02-26,9,Special Air  ,1.8344,Cash,WH2
622-20-1945,Health and beauty,2019-01-18,1,ExpressAir,3.942,Cash,WH2
372-94-8041,Health and beauty,2019-02-15,6,Regular Air,0.763,Ewallet,WH1
563-91-7120,Fashion accessories,2019-03-08,5,Regular Air,3.0885,Cash,WH1
746-54-5508,Home and lifestyle,2019-01-17,6,Regular Air,1.076,Credit card,WH1
276-54-0879,Sports and travel,2019-03-12,4,Regular Air,4.887,Ewallet,WH3
815-11-1168,Food and beverages,2019-03-09,5,ExpressAir,9.978,Cash,WH1
719-76-3868,Food and beverages,2019-03-12,4,Special Air  ,7.5408,Cash,WH2
730-61-8757,Health and beauty,2019-01-25,4,Regular Air,2.5565,Credit card,WH3
340-66-0321,Electronic accessories,2019-03-25,4,ExpressAir,3.636,Cash,WH1
868-81-1752,Home and lifestyle,2019-02-07,9,ExpressAir,2.202,Cash,WH3
634-97-8956,Food and beverages,2019-02-17,3,Regular Air,1.645,Credit card,WH1
566-71-1091,Fashion accessories,2019-02-03,5,Special Air  ,6.1616,Cash,WH1
442-48-3607,Food and beverages,2019-03-14,2,Regular Air,1.174,Credit card,WH1
835-16-0096,Sports and travel,2019-03-24,5,Special Air  ,1.176,Ewallet,WH2
527-09-6272,Electronic accessories,2019-03-21,5,ExpressAir,2.845,Credit card,WH1
898-04-2717,Fashion accessories,2019-03-19,9,Regular Air,3.82,Ewallet,WH1
692-27-8933,Sports and travel,2019-02-24,6,Special Air  ,4.636,Cash,WH3
633-09-3463,Electronic accessories,2019-03-28,3,Regular Air,2.3825,Credit card,WH2
374-17-3652,Food and beverages,2019-02-05,9,Special Air  ,3.4256,Credit card,WH3
378-07-7001,Electronic accessories,2019-02-10,3,ExpressAir,4.809,Credit card,WH3
433-75-6987,Health and beauty,2019-03-05,7,Special Air  ,4.4776,Ewallet,WH3
873-95-4984,Health and beauty,2019-02-15,7,Regular Air,3.845,Cash,WH3
416-13-5917,Food and beverages,2019-01-30,5,Regular Air,4.8515,Ewallet,WH2
150-89-8043,Sports and travel,2019-02-14,3,Regular Air,2.2325,Cash,WH1
135-84-8019,Fashion accessories,2019-02-27,9,Special Air  ,6.2344,Ewallet,WH1
441-94-7118,Electronic accessories,2019-02-04,1,Regular Air,3.5975,Cash,WH1
725-96-3778,Home and lifestyle,2019-01-20,8,Regular Air,4.4625,Cash,WH2
531-80-1784,Electronic accessories,2019-03-28,7,Regular Air,1.301,Cash,WH1
400-45-1220,Health and beauty,2019-02-27,10,Special Air  ,1.08,Credit card,WH3
860-79-0874,Fashion accessories,2019-02-15,10,Regular Air,4.965,Credit card,WH2
834-61-8124,Electronic accessories,2019-01-26,7,Special Air  ,4.1352,Cash,WH1
115-99-4379,Fashion accessories,2019-03-14,7,Special Air  ,4.3784,Credit card,WH3
565-67-6697,Home and lifestyle,2019-03-02,9,Regular Air,1.35,Cash,WH3
320-49-6392,Electronic accessories,2019-03-04,1,ExpressAir,3.024,Cash,WH2
889-04-9723,Food and beverages,2019-01-07,4,ExpressAir,8.914,Credit card,WH3
632-90-0281,Fashion accessories,2019-03-08,10,Special Air  ,3.004,Credit card,WH2
554-42-2417,Sports and travel,2019-01-09,10,Regular Air,4.772,Cash,WH2
453-63-6187,Electronic accessories,2019-03-01,3,ExpressAir,2.75,Ewallet,WH3
578-80-7669,Sports and travel,2019-03-16,1,Regular Air,3.7485,Cash,WH3
612-36-5536,Food and beverages,2019-02-17,8,Regular Air,4.048,Credit card,WH1
605-72-4132,Food and beverages,2019-02-27,8,Special Air  ,7.5576,Cash,WH2
471-41-2823,Food and beverages,2019-03-07,2,Special Air  ,7.9832,Ewallet,WH2
462-67-9126,Home and lifestyle,2019-01-21,6,Special Air  ,5.8576,Cash,WH1
272-27-9238,Food and beverages,2019-02-19,4,ExpressAir,4.124,Cash,WH2
834-25-9262,Fashion accessories,2019-01-06,4,ExpressAir,8.168,Cash,WH2
122-61-9553,Electronic accessories,2019-03-14,9,Special Air  ,4.1056,Cash,WH2
468-88-0009,Home and lifestyle,2019-03-24,4,Regular Air,3.297,Cash,WH1
613-59-9758,Sports and travel,2019-01-27,10,Regular Air,0.718,Cash,WH2
254-31-0042,Electronic accessories,2019-03-06,9,Special Air  ,1.72,Credit card,WH1
201-86-2184,Electronic accessories,2019-02-02,7,ExpressAir,2.626,Cash,WH3
261-12-8671,Fashion accessories,2019-01-25,2,Special Air  ,4.8768,Credit card,WH3
730-70-9830,Home and lifestyle,2019-03-14,6,Regular Air,3.5055,Ewallet,WH2
382-25-8917,Fashion accessories,2019-01-29,6,ExpressAir,4.208,Cash,WH2
422-29-8786,Home and lifestyle,2019-01-03,5,ExpressAir,6.709,Credit card,WH1
667-23-5919,Fashion accessories,2019-01-14,5,Special Air  ,7.736,Ewallet,WH1
843-01-4703,Home and lifestyle,2019-01-05,9,Special Air  ,2.8304,Credit card,WH3
743-88-1662,Sports and travel,2019-02-22,7,Regular Air,4.7745,Ewallet,WH2
595-86-2894,Fashion accessories,2019-02-06,4,ExpressAir,9.698,Ewallet,WH2
182-69-8360,Electronic accessories,2019-01-30,4,Regular Air,1.1825,Credit card,WH3
289-15-7034,Sports and travel,2019-01-11,4,ExpressAir,8.233,Credit card,WH1
462-78-5240,Electronic accessories,2019-03-19,2,Regular Air,1.3305,Cash,WH2
868-52-7573,Food and beverages,2019-01-14,5,Special Air  ,7.9752,Cash,WH3
153-58-4872,Food and beverages,2019-03-01,4,ExpressAir,7.489,Ewallet,WH2
662-72-2873,Food and beverages,2019-01-06,5,Special Air  ,3.2752,Ewallet,WH1
525-88-7307,Sports and travel,2019-01-31,1,Regular Air,3.791,Cash,WH3
689-16-9784,Food and beverages,2019-03-11,6,Regular Air,2.3385,Cash,WH2
725-56-0833,Health and beauty,2019-02-20,10,Regular Air,1.616,Credit card,WH1
394-41-0748,Fashion accessories,2019-01-27,9,ExpressAir,5.407,Ewallet,WH2
596-42-3999,Food and beverages,2019-03-10,7,ExpressAir,1.822,Credit card,WH3
541-89-9860,Fashion accessories,2019-02-15,3,Regular Air,4.024,Cash,WH2
173-82-9529,Fashion accessories,2019-01-26,10,Special Air  ,3.036,Cash,WH3
563-36-9814,Electronic accessories,2019-02-13,1,Special Air  ,6.1456,Ewallet,WH1
308-47-4913,Sports and travel,2019-03-09,10,Special Air  ,4.1808,Credit card,WH1
885-17-6250,Health and beauty,2019-03-06,1,ExpressAir,7.974,Ewallet,WH1
726-27-2396,Health and beauty,2019-01-24,5,ExpressAir,7.75,Ewallet,WH1
316-01-3952,Food and beverages,2019-03-13,5,Special Air  ,4.3416,Ewallet,WH1
760-54-1821,Home and lifestyle,2019-03-15,9,Special Air  ,1.0872,Cash,WH3
793-10-3222,Health and beauty,2019-03-05,6,Special Air  ,3.2848,Credit card,WH3
346-12-3257,Electronic accessories,2019-03-04,9,ExpressAir,1.924,Cash,WH3
110-05-6330,Food and beverages,2019-03-25,6,Regular Air,1.9715,Credit card,WH2
651-61-0874,Home and lifestyle,2019-03-12,4,Special Air  ,3.6976,Credit card,WH2
236-86-3015,Home and lifestyle,2019-02-04,1,ExpressAir,1.398,Ewallet,WH2
831-64-0259,Fashion accessories,2019-02-22,5,Special Air  ,3.18,Ewallet,WH3
587-03-7455,Fashion accessories,2019-02-16,7,ExpressAir,9.779,Ewallet,WH2
882-40-4577,Sports and travel,2019-01-19,4,Regular Air,3.363,Credit card,WH1
732-67-5346,Food and beverages,2019-01-11,5,Regular Air,0.6895,Credit card,WH1
725-32-9708,Fashion accessories,2019-01-04,4,ExpressAir,6.871,Cash,WH3
256-08-8343,Home and lifestyle,2019-03-04,4,Regular Air,2.8265,Ewallet,WH1
372-26-1506,Fashion accessories,2019-01-28,5,ExpressAir,2.382,Ewallet,WH2
244-08-0162,Health and beauty,2019-01-02,10,Special Air  ,2.7368,Cash,WH3
569-71-4390,Sports and travel,2019-01-25,2,Regular Air,1.0935,Ewallet,WH3
132-23-6451,Health and beauty,2019-01-04,5,Regular Air,1.0485,Cash,WH1
696-90-2548,Sports and travel,2019-03-10,3,Special Air  ,2.0672,Ewallet,WH1
472-15-9636,Home and lifestyle,2019-03-22,8,Special Air  ,4.0744,Ewallet,WH1
268-03-6164,Health and beauty,2019-01-25,1,Regular Air,4.8055,Ewallet,WH3
750-57-9686,Home and lifestyle,2019-01-08,4,ExpressAir,4.538,Credit card,WH2
186-09-3669,Health and beauty,2019-01-22,1,Regular Air,4.0755,Ewallet,WH2
848-07-1692,Health and beauty,2019-01-12,2,ExpressAir,5.722,Ewallet,WH3
745-71-3520,Electronic accessories,2019-02-04,7,Regular Air,1.261,Cash,WH1
266-76-6436,Food and beverages,2019-03-28,3,Regular Air,1.93,Ewallet,WH2
740-22-2500,Electronic accessories,2019-01-23,3,ExpressAir,8.405,Cash,WH2
271-88-8734,Fashion accessories,2019-02-08,10,ExpressAir,9.721,Credit card,WH2
301-81-8610,Fashion accessories,2019-03-19,8,Special Air  ,2.0336,Credit card,WH3
489-64-4354,Fashion accessories,2019-03-09,1,ExpressAir,1.628,Cash,WH2
198-84-7132,Fashion accessories,2019-01-02,9,ExpressAir,4.061,Cash,WH3
269-10-8440,Health and beauty,2019-01-21,7,Regular Air,2.6585,Cash,WH1
650-98-6268,Food and beverages,2019-03-20,3,ExpressAir,2.087,Credit card,WH3
741-73-3559,Sports and travel,2019-02-27,5,ExpressAir,6.727,Cash,WH3
325-77-6186,Home and lifestyle,2019-03-08,10,Regular Air,4.5325,Ewallet,WH1
286-75-7818,Fashion accessories,2019-01-31,2,Special Air  ,5.5264,Credit card,WH3
574-57-9721,Food and beverages,2019-03-08,2,Special Air  ,3.4616,Ewallet,WH2
459-50-7686,Electronic accessories,2019-01-13,6,ExpressAir,2.346,Ewallet,WH1
616-87-0016,Fashion accessories,2019-03-09,7,ExpressAir,9.554,Credit card,WH3
837-55-7229,Fashion accessories,2019-02-22,1,Regular Air,2.372,Credit card,WH3
751-69-0068,Sports and travel,2019-03-19,9,Special Air  ,7.9392,Ewallet,WH2
257-73-1380,Sports and travel,2019-01-20,4,Special Air  ,6.6344,Ewallet,WH2
345-08-4992,Home and lifestyle,2019-03-08,6,Regular Air,1.6995,Credit card,WH1
549-96-4200,Food and beverages,2019-03-08,4,Regular Air,0.852,Ewallet,WH2
810-60-6344,Electronic accessories,2019-02-07,8,Regular Air,2.043,Credit card,WH2
450-28-2866,Food and beverages,2019-01-15,5,Regular Air,0.872,Cash,WH2
394-30-3170,Sports and travel,2019-03-22,8,Special Air  ,7.0744,Credit card,WH3
138-17-5109,Home and lifestyle,2019-01-15,9,Regular Air,4.4605,Credit card,WH1
192-98-7397,Fashion accessories,2019-01-08,1,Special Air  ,1.0224,Ewallet,WH2
301-11-9629,Sports and travel,2019-01-15,7,Special Air  ,1.528,Cash,WH1
390-80-5128,Health and beauty,2019-01-28,1,Special Air  ,1.532,Credit card,WH3
235-46-8343,Food and beverages,2019-02-14,10,ExpressAir,2.766,Credit card,WH2
453-12-7053,Fashion accessories,2019-03-10,3,Special Air  ,3.6592,Credit card,WH2
296-11-7041,Health and beauty,2019-01-12,1,Special Air  ,2.1656,Credit card,WH3
449-27-2918,Sports and travel,2019-03-26,1,Regular Air,1.956,Credit card,WH3
891-01-7034,Electronic accessories,2019-01-01,6,Special Air  ,5.9768,Cash,WH3
744-09-5786,Electronic accessories,2019-01-02,6,ExpressAir,2.201,Cash,WH3
727-17-0390,Food and beverages,2019-03-16,5,ExpressAir,6.361,Ewallet,WH1
568-88-3448,Health and beauty,2019-03-03,1,ExpressAir,2.5,Ewallet,WH1
187-83-5490,Electronic accessories,2019-01-31,4,ExpressAir,2.077,Cash,WH1
767-54-1907,Fashion accessories,2019-02-13,5,ExpressAir,2.956,Cash,WH3
710-46-4433,Food and beverages,2019-02-15,9,Special Air  ,6.192,Credit card,WH3
533-33-5337,Electronic accessories,2019-02-07,10,ExpressAir,7.939,Cash,WH3
325-90-8763,Electronic accessories,2019-01-27,10,Special Air  ,3.7256,Cash,WH2
729-46-7422,Food and beverages,2019-02-23,1,ExpressAir,3.589,Credit card,WH2
639-76-1242,Food and beverages,2019-02-03,5,Special Air  ,3.2416,Cash,WH2
234-03-4040,Food and beverages,2019-03-03,10,ExpressAir,7.305,Credit card,WH3
326-71-2155,Sports and travel,2019-02-03,4,ExpressAir,7.395,Cash,WH2
320-32-8842,Food and beverages,2019-03-17,1,Regular Air,1.131,Cash,WH2
470-32-9057,Food and beverages,2019-03-28,5,Regular Air,2.567,Credit card,WH1
878-30-2331,Sports and travel,2019-03-02,10,Regular Air,2.7275,Credit card,WH2
440-59-5691,Health and beauty,2019-02-08,7,Regular Air,1.8575,Credit card,WH2
554-53-3790,Sports and travel,2019-03-22,6,Regular Air,1.851,Cash,WH3
746-19-0921,Food and beverages,2019-02-09,1,ExpressAir,2.158,Ewallet,WH2
233-34-0817,Electronic accessories,2019-02-15,1,Special Air  ,7.9072,Cash,WH2
767-05-1286,Home and lifestyle,2019-01-23,6,ExpressAir,8.377,Ewallet,WH2
340-21-9136,Sports and travel,2019-01-25,4,Regular Air,2.0025,Cash,WH1
405-31-3305,Fashion accessories,2019-02-02,10,Regular Air,2.1565,Credit card,WH1
731-59-7531,Health and beauty,2019-03-30,8,ExpressAir,7.257,Cash,WH3
676-39-6028,Electronic accessories,2019-03-30,5,Regular Air,3.222,Cash,WH1
502-05-1910,Health and beauty,2019-02-25,3,ExpressAir,6.518,Credit card,WH1
485-30-8700,Sports and travel,2019-03-18,5,ExpressAir,3.326,Credit card,WH1
598-47-9715,Electronic accessories,2019-03-07,4,ExpressAir,8.407,Ewallet,WH2
701-69-8742,Sports and travel,2019-03-16,10,Regular Air,1.7185,Ewallet,WH3
575-67-1508,Electronic accessories,2019-01-29,1,ExpressAir,3.86,Ewallet,WH1
541-08-3113,Food and beverages,2019-02-02,8,Regular Air,3.2985,Cash,WH2
246-11-3901,Electronic accessories,2019-02-15,10,Special Air  ,2.624,Cash,WH2
674-15-9296,Sports and travel,2019-01-08,5,Regular Air,1.857,Ewallet,WH1
305-18-3552,Home and lifestyle,2019-02-12,10,ExpressAir,6.038,Cash,WH3
493-65-6248,Sports and travel,2019-01-01,10,Regular Air,1.849,Credit card,WH2
438-01-4015,Sports and travel,2019-03-21,4,ExpressAir,4.949,Ewallet,WH3
709-58-4068,Fashion accessories,2019-02-28,10,Regular Air,2.0545,Cash,WH3
795-49-7276,Fashion accessories,2019-03-23,4,Regular Air,1.8575,Ewallet,WH1
556-72-8512,Home and lifestyle,2019-01-30,1,Special Air  ,1.8368,Cash,WH2
627-95-3243,Home and lifestyle,2019-02-04,9,ExpressAir,7.768,Ewallet,WH3
686-41-0932,Fashion accessories,2019-03-13,2,ExpressAir,3.47,Ewallet,WH3
510-09-5628,Fashion accessories,2019-03-15,10,ExpressAir,1.966,Credit card,WH1
608-04-3797,Health and beauty,2019-03-05,8,Special Air  ,2.0256,Ewallet,WH3
148-82-2527,Home and lifestyle,2019-03-05,10,Regular Air,0.606,Credit card,WH2
437-53-3084,Fashion accessories,2019-02-26,2,Special Air  ,7.9912,Ewallet,WH3
632-32-4574,Sports and travel,2019-03-20,8,ExpressAir,7.592,Cash,WH3
556-97-7101,Electronic accessories,2019-01-01,2,Special Air  ,5.0576,Cash,WH2
862-59-8517,Food and beverages,2019-01-27,6,Regular Air,4.512,Cash,WH2
401-18-8016,Sports and travel,2019-01-21,1,Special Air  ,7.8504,Cash,WH3
420-18-8989,Sports and travel,2019-02-02,8,Special Air  ,4.1216,Cash,WH1
277-63-2961,Sports and travel,2019-02-03,1,Regular Air,3.6985,Credit card,WH3
573-98-8548,Fashion accessories,2019-01-05,1,Regular Air,1.595,Ewallet,WH2
620-02-2046,Home and lifestyle,2019-01-27,2,Regular Air,3.47,Ewallet,WH2
282-35-2475,Sports and travel,2019-03-25,2,Special Air  ,7.4648,Cash,WH3
511-54-3087,Sports and travel,2019-02-25,1,Regular Air,4.4225,Credit card,WH3
726-29-6793,Electronic accessories,2019-01-28,8,ExpressAir,2.418,Ewallet,WH1
387-49-4215,Sports and travel,2019-01-08,3,ExpressAir,4.85,Cash,WH3
862-17-9201,Food and beverages,2019-01-29,6,ExpressAir,8.405,Credit card,WH3
291-21-5991,Health and beauty,2019-03-29,5,Special Air  ,4.9032,Cash,WH3
602-80-9671,Home and lifestyle,2019-02-09,6,Special Air  ,1.276,Credit card,WH2
347-72-6115,Sports and travel,2019-01-16,7,ExpressAir,9.074,Credit card,WH3
209-61-0206,Home and lifestyle,2019-01-05,5,Regular Air,2.1455,Ewallet,WH1
595-27-4851,Fashion accessories,2019-01-27,7,ExpressAir,5.428,Ewallet,WH1
189-52-0236,Electronic accessories,2019-03-14,7,Regular Air,4.9775,Cash,WH1
503-07-0930,Sports and travel,2019-02-23,7,ExpressAir,5.839,Credit card,WH2
413-20-6708,Fashion accessories,2019-03-18,1,Regular Air,2.5735,Ewallet,WH2
425-85-2085,Health and beauty,2019-03-29,5,ExpressAir,5.486,Ewallet,WH3
521-18-7827,Home and lifestyle,2019-01-22,5,Regular Air,1.9695,Credit card,WH2
220-28-1851,Home and lifestyle,2019-03-01,2,Special Air  ,2.7784,Ewallet,WH1
600-38-9738,Sports and travel,2019-01-17,5,ExpressAir,7.192,Credit card,WH2
734-91-1155,Electronic accessories,2019-03-26,3,ExpressAir,4.571,Credit card,WH3
451-28-5717,Home and lifestyle,2019-03-20,6,Special Air  ,6.6536,Cash,WH2
609-81-8548,Home and lifestyle,2019-02-06,6,ExpressAir,3.744,Credit card,WH1
133-14-7229,Health and beauty,2019-01-01,2,Special Air  ,5.0296,Cash,WH2
534-01-4457,Food and beverages,2019-01-27,6,Regular Air,4.0855,Credit card,WH1
719-89-8991,Sports and travel,2019-02-25,5,Special Air  ,7.3128,Ewallet,WH1
286-62-6248,Fashion accessories,2019-01-16,4,Regular Air,1.9605,Credit card,WH3
339-38-9982,Fashion accessories,2019-01-13,2,ExpressAir,5.986,Ewallet,WH3
827-44-5872,Food and beverages,2019-02-07,10,Regular Air,2.718,Credit card,WH3
827-77-7633,Sports and travel,2019-02-17,9,Special Air  ,7.8472,Cash,WH1
287-83-1405,Health and beauty,2019-02-12,6,ExpressAir,2.543,Ewallet,WH1
435-13-4908,Fashion accessories,2019-01-24,8,Regular Air,4.334,Credit card,WH1
857-67-9057,Electronic accessories,2019-02-06,10,Regular Air,1.1475,Ewallet,WH3
236-27-1144,Food and beverages,2019-03-26,9,Regular Air,0.8155,Ewallet,WH2
892-05-6689,Home and lifestyle,2019-03-11,5,Regular Air,1.416,Ewallet,WH1
583-41-4548,Home and lifestyle,2019-02-07,7,Special Air  ,1.3336,Ewallet,WH2
339-12-4827,Fashion accessories,2019-01-05,1,Regular Air,3.698,Credit card,WH3
643-38-7867,Home and lifestyle,2019-03-07,1,Special Air  ,7.8352,Ewallet,WH1
308-81-0538,Fashion accessories,2019-02-25,4,Regular Air,3.6525,Credit card,WH1
358-88-9262,Food and beverages,2019-02-01,6,Regular Air,4.374,Ewallet,WH2
460-35-4390,Home and lifestyle,2019-01-22,3,Regular Air,1.534,Ewallet,WH1
343-87-0864,Health and beauty,2019-01-03,1,Special Air  ,6.0704,Credit card,WH2
173-50-1108,Sports and travel,2019-02-13,4,Regular Air,1.009,Credit card,WH3
243-47-2663,Electronic accessories,2019-01-28,6,Regular Air,0.9385,Credit card,WH2
841-18-8232,Food and beverages,2019-01-05,1,Special Air  ,5.696,Credit card,WH3
701-23-5550,Home and lifestyle,2019-03-19,4,ExpressAir,3.881,Ewallet,WH3
647-50-1224,Fashion accessories,2019-01-12,10,ExpressAir,2.942,Ewallet,WH1
541-48-8554,Sports and travel,2019-01-07,9,Special Air  ,4.876,Credit card,WH1
539-21-7227,Sports and travel,2019-01-26,5,Special Air  ,4.1232,Cash,WH3
213-32-1216,Electronic accessories,2019-01-23,6,ExpressAir,6.606,Cash,WH1
747-58-7183,Fashion accessories,2019-02-09,3,Regular Air,2.8635,Ewallet,WH3
582-52-8065,Fashion accessories,2019-02-22,9,Regular Air,2.7155,Cash,WH3
210-57-1719,Health and beauty,2019-02-05,9,Regular Air,2.912,Cash,WH3
399-69-4630,Electronic accessories,2019-03-07,6,ExpressAir,2.221,Credit card,WH2
134-75-2619,Electronic accessories,2019-03-25,7,Regular Air,0.966,Cash,WH1
356-44-8813,Home and lifestyle,2019-01-20,3,ExpressAir,3.748,Credit card,WH3
198-66-9832,Fashion accessories,2019-02-04,2,ExpressAir,7.204,Cash,WH3
283-26-5248,Food and beverages,2019-01-30,10,Special Air  ,7.8816,Ewallet,WH2
712-39-0363,Food and beverages,2019-01-02,6,Regular Air,2.083,Ewallet,WH1
218-59-9410,Home and lifestyle,2019-03-29,3,Regular Air,3.621,Ewallet,WH1
174-75-0888,Electronic accessories,2019-03-14,9,ExpressAir,2.158,Cash,WH3
866-99-7614,Food and beverages,2019-02-11,10,Regular Air,4.46,Credit card,WH2
134-54-4720,Electronic accessories,2019-01-30,8,Regular Air,2.121,Ewallet,WH3
760-90-2357,Electronic accessories,2019-03-20,6,Regular Air,3.7255,Ewallet,WH1
514-37-2845,Fashion accessories,2019-03-20,2,Regular Air,4.9625,Cash,WH3
698-98-5964,Food and beverages,2019-01-17,10,Regular Air,4.0605,Credit card,WH1
718-57-9773,Sports and travel,2019-02-03,10,Regular Air,2.4665,Credit card,WH2
651-88-7328,Fashion accessories,2019-01-01,9,Special Air  ,5.2592,Cash,WH1
241-11-2261,Fashion accessories,2019-01-10,7,ExpressAir,7.986,Credit card,WH3
408-26-9866,Sports and travel,2019-03-02,7,ExpressAir,7.398,Ewallet,WH2
834-83-1826,Home and lifestyle,2019-02-25,5,Regular Air,4.102,Credit card,WH3
343-61-3544,Sports and travel,2019-01-29,10,Special Air  ,2.1336,Cash,WH3
239-48-4278,Food and beverages,2019-03-10,7,ExpressAir,1.013,Ewallet,WH1
355-34-6244,Food and beverages,2019-01-13,2,Regular Air,3.6195,Credit card,WH3
550-84-8664,Sports and travel,2019-03-22,5,Special Air  ,6.8728,Credit card,WH1
339-96-8318,Fashion accessories,2019-03-01,7,ExpressAir,8.131,Ewallet,WH3
458-61-0011,Food and beverages,2019-02-20,4,ExpressAir,6.03,Cash,WH3
592-34-6155,Food and beverages,2019-01-14,4,Regular Air,1.5885,Ewallet,WH2
797-88-0493,Health and beauty,2019-03-26,4,Special Air  ,5.1416,Cash,WH1
207-73-1363,Health and beauty,2019-03-01,2,Special Air  ,5.5608,Ewallet,WH3
390-31-6381,Food and beverages,2019-01-07,3,Special Air  ,2.1776,Cash,WH2
443-82-0585,Health and beauty,2019-02-01,4,Regular Air,3.884,Cash,WH1
339-18-7061,Fashion accessories,2019-02-13,2,Special Air  ,7.4384,Credit card,WH2
359-90-3665,Fashion accessories,2019-01-14,4,Regular Air,0.904,Credit card,WH3
375-72-3056,Sports and travel,2019-01-19,3,ExpressAir,6.306,Ewallet,WH3
127-47-6963,Health and beauty,2019-03-09,4,Regular Air,2.5855,Credit card,WH1
278-86-2735,Food and beverages,2019-03-27,3,Special Air  ,4.1872,Cash,WH1
695-28-6250,Sports and travel,2019-02-04,5,Special Air  ,3.4448,Ewallet,WH1
379-17-6588,Fashion accessories,2019-03-14,10,ExpressAir,5.961,Cash,WH2
227-50-3718,Health and beauty,2019-03-04,5,Regular Air,0.731,Cash,WH1
302-15-2162,Health and beauty,2019-03-03,6,Regular Air,2.3265,Credit card,WH2
788-07-8452,Home and lifestyle,2019-01-27,7,ExpressAir,2.424,Ewallet,WH2
560-49-6611,Sports and travel,2019-02-07,1,Regular Air,2.279,Cash,WH1
880-35-0356,Sports and travel,2019-02-05,3,Special Air  ,6.016,Ewallet,WH1
585-11-6748,Sports and travel,2019-03-15,3,ExpressAir,9.68,Cash,WH3
470-31-3286,Health and beauty,2019-03-01,3,Special Air  ,1.1856,Credit card,WH3
152-68-2907,Food and beverages,2019-02-15,3,Regular Air,2.61,Credit card,WH1
123-35-4896,Sports and travel,2019-02-17,9,Regular Air,2.333,Ewallet,WH2
258-69-7810,Fashion accessories,2019-01-26,5,Special Air  ,2.948,Cash,WH2
334-64-2006,Home and lifestyle,2019-03-24,2,ExpressAir,7.032,Ewallet,WH1
219-61-4139,Electronic accessories,2019-01-23,1,Regular Air,4.154,Ewallet,WH2
881-41-7302,Fashion accessories,2019-01-26,1,ExpressAir,6.499,Credit card,WH2
373-09-4567,Food and beverages,2019-03-14,10,Regular Air,3.878,Ewallet,WH2
642-30-6693,Sports and travel,2019-03-17,6,Regular Air,2.7255,Ewallet,WH3
484-22-8230,Fashion accessories,2019-01-08,7,ExpressAir,5.189,Cash,WH2
830-58-2383,Home and lifestyle,2019-02-08,4,Special Air  ,2.54,Cash,WH3
559-98-9873,Fashion accessories,2019-02-10,7,Regular Air,2.6825,Ewallet,WH1
544-32-5024,Food and beverages,2019-03-28,4,ExpressAir,4.979,Credit card,WH2
318-12-0304,Fashion accessories,2019-01-23,1,ExpressAir,3.061,Ewallet,WH1
349-97-8902,Food and beverages,2019-01-17,2,ExpressAir,5.789,Ewallet,WH3
421-95-9805,Electronic accessories,2019-02-07,1,Regular Air,1.448,Credit card,WH1
277-35-5865,Food and beverages,2019-03-09,9,Regular Air,4.9485,Cash,WH2
789-23-8625,Fashion accessories,2019-01-24,3,ExpressAir,9.322,Cash,WH3
284-54-4231,Sports and travel,2019-01-19,1,ExpressAir,8.093,Credit card,WH2
443-59-0061,Food and beverages,2019-02-03,10,Regular Air,3.3725,Ewallet,WH1
509-29-3912,Sports and travel,2019-03-20,9,Regular Air,1.936,Ewallet,WH1
327-40-9673,Sports and travel,2019-01-13,6,Regular Air,3.63,Cash,WH3
840-19-2096,Electronic accessories,2019-03-14,5,Regular Air,4.3955,Ewallet,WH2
828-46-6863,Food and beverages,2019-01-23,6,Regular Air,4.9265,Credit card,WH1
641-96-3695,Fashion accessories,2019-02-07,6,Special Air  ,3.4768,Ewallet,WH2
420-97-3340,Food and beverages,2019-03-28,3,Special Air  ,5.7344,Credit card,WH1
436-54-4512,Food and beverages,2019-03-20,1,Special Air  ,7.3288,Cash,WH1
670-79-6321,Home and lifestyle,2019-01-17,7,ExpressAir,9.459,Credit card,WH3
852-62-7105,Fashion accessories,2019-01-12,10,ExpressAir,8.325,Credit card,WH3
598-06-7312,Fashion accessories,2019-02-16,1,ExpressAir,9.135,Cash,WH3
135-13-8269,Food and beverages,2019-01-26,2,ExpressAir,7.888,Cash,WH3
816-57-2053,Sports and travel,2019-03-09,2,ExpressAir,6.087,Ewallet,WH1
628-90-8624,Health and beauty,2019-03-14,10,ExpressAir,8.258,Cash,WH3
856-66-2701,Home and lifestyle,2019-01-25,3,Regular Air,2.665,Ewallet,WH1
308-39-1707,Fashion accessories,2019-01-26,1,Special Air  ,0.9672,Credit card,WH1
149-61-1929,Sports and travel,2019-01-19,10,Special Air  ,5.1352,Credit card,WH1
655-07-2265,Electronic accessories,2019-03-05,3,ExpressAir,7.831,Ewallet,WH1
589-02-8023,Food and beverages,2019-01-15,2,Regular Air,4.1885,Credit card,WH1
420-04-7590,Home and lifestyle,2019-03-18,3,Regular Air,4.985,Ewallet,WH3
182-88-2763,Food and beverages,2019-03-20,3,Regular Air,3.9955,Credit card,WH3
188-55-0967,Health and beauty,2019-01-15,10,ExpressAir,6.647,Credit card,WH3
