Invoice ID,warehouse_name,Shipment_mode,Product line,Unit price,Quantity,shipping cost,Date,Time,Payment,Unit cost,Rating,Customer_ID,Customer type
574-57-9721,WH2,Special Air  ,Food and beverages,43.27,2,3.4616,3/8/2019,16:53,Ewallet,38.943,3.4,432,Normal
459-50-7686,WH1,ExpressAir,Electronic accessories,23.46,6,2.346,1/13/2019,19:14,Ewallet,21.114,3.3,433,Normal
616-87-0016,WH3,ExpressAir,Fashion accessories,95.54,7,9.554,3/9/2019,14:36,Credit card,85.986,3.2,434,Normal
837-55-7229,WH3,Regular Air,Fashion accessories,47.44,1,2.372,2/22/2019,18:19,Credit card,42.696,4,435,Normal
751-69-0068,WH2,Special Air  ,Sports and travel,99.24,9,7.9392,3/19/2019,19:09,Ewallet,89.316,3.6,436,Normal
257-73-1380,WH2,Special Air  ,Sports and travel,82.93,4,6.6344,1/20/2019,16:51,Ewallet,74.637,4.6,437,Member
345-08-4992,WH1,Regular Air,Home and lifestyle,33.99,6,1.6995,3/8/2019,15:37,Credit card,30.591,2.6,438,Normal
549-96-4200,WH2,Regular Air,Food and beverages,17.04,4,0.852,3/8/2019,20:15,Ewallet,15.336,4.3,439,Member
810-60-6344,WH2,Regular Air,Electronic accessories,40.86,8,2.043,2/7/2019,14:38,Credit card,36.774,3.4,440,Normal
450-28-2866,WH2,Regular Air,Food and beverages,17.44,5,0.872,1/15/2019,19:25,Cash,15.696,3.5,441,Member
394-30-3170,WH3,Special Air  ,Sports and travel,88.43,8,7.0744,3/22/2019,19:35,Credit card,79.587,4.2,442,Member
138-17-5109,WH1,Regular Air,Home and lifestyle,89.21,9,4.4605,1/15/2019,15:42,Credit card,80.289,3.5,443,Member
192-98-7397,WH2,Special Air  ,Fashion accessories,12.78,1,1.0224,1/8/2019,14:11,Ewallet,11.502,3.6,444,Normal
301-11-9629,WH1,Special Air  ,Sports and travel,19.1,7,1.528,1/15/2019,10:43,Cash,17.19,4.3,445,Normal
390-80-5128,WH3,Special Air  ,Health and beauty,19.15,1,1.532,1/28/2019,17:58,Credit card,17.235,4.9,446,Member
235-46-8343,WH2,ExpressAir,Food and beverages,27.66,10,2.766,2/14/2019,11:26,Credit card,24.894,4.1,447,Member
453-12-7053,WH2,Special Air  ,Fashion accessories,45.74,3,3.6592,3/10/2019,17:38,Credit card,41.166,3.6,448,Normal
296-11-7041,WH3,Special Air  ,Health and beauty,27.07,1,2.1656,1/12/2019,20:07,Credit card,24.363,3.4,449,Member
449-27-2918,WH3,Regular Air,Sports and travel,39.12,1,1.956,3/26/2019,11:02,Credit card,35.208,2.9,450,Member
891-01-7034,WH3,Special Air  ,Electronic accessories,74.71,6,5.9768,1/1/2019,19:07,Cash,67.239,2.7,451,Normal
744-09-5786,WH3,ExpressAir,Electronic accessories,22.01,6,2.201,1/2/2019,18:50,Cash,19.809,4.3,452,Normal
727-17-0390,WH1,ExpressAir,Food and beverages,63.61,5,6.361,3/16/2019,12:43,Ewallet,57.249,3.3,453,Normal
568-88-3448,WH1,ExpressAir,Health and beauty,25,1,2.5,3/3/2019,15:09,Ewallet,22.5,2.8,454,Normal
187-83-5490,WH1,ExpressAir,Electronic accessories,20.77,4,2.077,1/31/2019,13:47,Cash,18.693,3.2,455,Member
767-54-1907,WH3,ExpressAir,Fashion accessories,29.56,5,2.956,2/13/2019,16:59,Cash,26.604,3.6,456,Member
710-46-4433,WH3,Special Air  ,Food and beverages,77.4,9,6.192,2/15/2019,14:15,Credit card,69.66,4,457,Member
533-33-5337,WH3,ExpressAir,Electronic accessories,79.39,10,7.939,2/7/2019,20:24,Cash,71.451,4.9,458,Normal
325-90-8763,WH2,Special Air  ,Electronic accessories,46.57,10,3.7256,1/27/2019,13:58,Cash,41.913,4,459,Member
729-46-7422,WH2,ExpressAir,Food and beverages,35.89,1,3.589,2/23/2019,16:52,Credit card,32.301,3.8,460,Normal
639-76-1242,WH2,Special Air  ,Food and beverages,40.52,5,3.2416,2/3/2019,15:19,Cash,36.468,3.7,461,Normal
234-03-4040,WH3,ExpressAir,Food and beverages,73.05,10,7.305,3/3/2019,12:25,Credit card,65.745,3.9,462,Member
326-71-2155,WH2,ExpressAir,Sports and travel,73.95,4,7.395,2/3/2019,10:02,Cash,66.555,3.3,463,Normal
320-32-8842,WH2,Regular Air,Food and beverages,22.62,1,1.131,3/17/2019,18:58,Cash,20.358,2.7,464,Member
470-32-9057,WH1,Regular Air,Food and beverages,51.34,5,2.567,3/28/2019,15:31,Credit card,46.206,4.7,465,Member
878-30-2331,WH2,Regular Air,Sports and travel,54.55,10,2.7275,3/2/2019,11:22,Credit card,49.095,2.8,466,Member
440-59-5691,WH2,Regular Air,Health and beauty,37.15,7,1.8575,2/8/2019,13:12,Credit card,33.435,4.6,467,Member
554-53-3790,WH3,Regular Air,Sports and travel,37.02,6,1.851,3/22/2019,18:33,Cash,33.318,4.5,468,Normal
746-19-0921,WH2,ExpressAir,Food and beverages,21.58,1,2.158,2/9/2019,10:02,Ewallet,19.422,5,469,Normal
233-34-0817,WH2,Special Air  ,Electronic accessories,98.84,1,7.9072,2/15/2019,11:21,Cash,88.956,4.1,470,Member
767-05-1286,WH2,ExpressAir,Home and lifestyle,83.77,6,8.377,1/23/2019,12:10,Ewallet,75.393,4.6,471,Member
340-21-9136,WH1,Regular Air,Sports and travel,40.05,4,2.0025,1/25/2019,11:40,Cash,36.045,4.9,472,Member
405-31-3305,WH1,Regular Air,Fashion accessories,43.13,10,2.1565,2/2/2019,18:31,Credit card,38.817,3.9,473,Member
731-59-7531,WH3,ExpressAir,Health and beauty,72.57,8,7.257,3/30/2019,17:58,Cash,65.313,3.9,474,Member
676-39-6028,WH1,Regular Air,Electronic accessories,64.44,5,3.222,3/30/2019,17:04,Cash,57.996,2.6,475,Member
502-05-1910,WH1,ExpressAir,Health and beauty,65.18,3,6.518,2/25/2019,20:35,Credit card,58.662,2.7,476,Normal
485-30-8700,WH1,ExpressAir,Sports and travel,33.26,5,3.326,3/18/2019,16:10,Credit card,29.934,3.5,477,Normal
598-47-9715,WH2,ExpressAir,Electronic accessories,84.07,4,8.407,3/7/2019,16:54,Ewallet,75.663,3.7,478,Normal
701-69-8742,WH3,Regular Air,Sports and travel,34.37,10,1.7185,3/16/2019,10:11,Ewallet,30.933,3.2,479,Normal
575-67-1508,WH1,ExpressAir,Electronic accessories,38.6,1,3.86,1/29/2019,11:26,Ewallet,34.74,3.3,480,Normal
541-08-3113,WH2,Regular Air,Food and beverages,65.97,8,3.2985,2/2/2019,20:29,Cash,59.373,4.8,481,Normal
246-11-3901,WH2,Special Air  ,Electronic accessories,32.8,10,2.624,2/15/2019,12:12,Cash,29.52,3.2,482,Normal
674-15-9296,WH1,Regular Air,Sports and travel,37.14,5,1.857,1/8/2019,13:05,Ewallet,33.426,2.5,483,Normal
305-18-3552,WH3,ExpressAir,Home and lifestyle,60.38,10,6.038,2/12/2019,16:19,Cash,54.342,3.9,484,Member
493-65-6248,WH2,Regular Air,Sports and travel,36.98,10,1.849,1/1/2019,19:48,Credit card,33.282,4.7,485,Member
438-01-4015,WH3,ExpressAir,Sports and travel,49.49,4,4.949,3/21/2019,15:25,Ewallet,44.541,2.6,486,Member
709-58-4068,WH3,Regular Air,Fashion accessories,41.09,10,2.0545,2/28/2019,14:42,Cash,36.981,2.8,487,Normal
795-49-7276,WH1,Regular Air,Fashion accessories,37.15,4,1.8575,3/23/2019,18:59,Ewallet,33.435,4.4,488,Normal
556-72-8512,WH2,Special Air  ,Home and lifestyle,22.96,1,1.8368,1/30/2019,20:47,Cash,20.664,4.6,489,Normal
627-95-3243,WH3,ExpressAir,Home and lifestyle,77.68,9,7.768,2/4/2019,13:21,Ewallet,69.912,3.2,490,Member
686-41-0932,WH3,ExpressAir,Fashion accessories,34.7,2,3.47,3/13/2019,19:48,Ewallet,31.23,4.2,491,Normal
510-09-5628,WH1,ExpressAir,Fashion accessories,19.66,10,1.966,3/15/2019,18:20,Credit card,17.694,3.7,492,Member
608-04-3797,WH3,Special Air  ,Health and beauty,25.32,8,2.0256,3/5/2019,20:24,Ewallet,22.788,3.9,493,Member
148-82-2527,WH2,Regular Air,Home and lifestyle,12.12,10,0.606,3/5/2019,13:44,Credit card,10.908,4.7,494,Member
437-53-3084,WH3,Special Air  ,Fashion accessories,99.89,2,7.9912,2/26/2019,11:48,Ewallet,89.901,4.5,495,Normal
632-32-4574,WH3,ExpressAir,Sports and travel,75.92,8,7.592,3/20/2019,14:14,Cash,68.328,3.3,496,Normal
556-97-7101,WH2,Special Air  ,Electronic accessories,63.22,2,5.0576,1/1/2019,15:51,Cash,56.898,3.3,497,Normal
862-59-8517,WH2,Regular Air,Food and beverages,90.24,6,4.512,1/27/2019,11:17,Cash,81.216,4.6,498,Normal
401-18-8016,WH3,Special Air  ,Sports and travel,98.13,1,7.8504,1/21/2019,17:36,Cash,88.317,3.6,499,Member
420-18-8989,WH1,Special Air  ,Sports and travel,51.52,8,4.1216,2/2/2019,15:47,Cash,46.368,4.8,500,Member
277-63-2961,WH3,Regular Air,Sports and travel,73.97,1,3.6985,2/3/2019,15:53,Credit card,66.573,4.8,501,Member
573-98-8548,WH2,Regular Air,Fashion accessories,31.9,1,1.595,1/5/2019,12:40,Ewallet,28.71,2.9,502,Member
620-02-2046,WH2,Regular Air,Home and lifestyle,69.4,2,3.47,1/27/2019,19:48,Ewallet,62.46,2.8,503,Normal
282-35-2475,WH3,Special Air  ,Sports and travel,93.31,2,7.4648,3/25/2019,17:53,Cash,83.979,3.2,504,Normal
511-54-3087,WH3,Regular Air,Sports and travel,88.45,1,4.4225,2/25/2019,16:36,Credit card,79.605,3.9,505,Normal
726-29-6793,WH1,ExpressAir,Electronic accessories,24.18,8,2.418,1/28/2019,20:54,Ewallet,21.762,4.3,506,Member
387-49-4215,WH3,ExpressAir,Sports and travel,48.5,3,4.85,1/8/2019,12:50,Cash,43.65,2.7,507,Member
862-17-9201,WH3,ExpressAir,Food and beverages,84.05,6,8.405,1/29/2019,10:48,Credit card,75.645,5,508,Normal
291-21-5991,WH3,Special Air  ,Health and beauty,61.29,5,4.9032,3/29/2019,14:28,Cash,55.161,3.7,509,Member
602-80-9671,WH2,Special Air  ,Home and lifestyle,15.95,6,1.276,2/9/2019,17:15,Credit card,14.355,3.9,510,Member
347-72-6115,WH3,ExpressAir,Sports and travel,90.74,7,9.074,1/16/2019,18:03,Credit card,81.666,3.9,511,Member
209-61-0206,WH1,Regular Air,Home and lifestyle,42.91,5,2.1455,1/5/2019,17:29,Ewallet,38.619,3.1,512,Normal
595-27-4851,WH1,ExpressAir,Fashion accessories,54.28,7,5.428,1/27/2019,18:05,Ewallet,48.852,3.3,513,Normal
189-52-0236,WH1,Regular Air,Electronic accessories,99.55,7,4.9775,3/14/2019,12:07,Cash,89.595,3.6,514,Normal
503-07-0930,WH2,ExpressAir,Sports and travel,58.39,7,5.839,2/23/2019,19:49,Credit card,52.551,4.3,515,Member
413-20-6708,WH2,Regular Air,Fashion accessories,51.47,1,2.5735,3/18/2019,15:52,Ewallet,46.323,4.5,516,Member
425-85-2085,WH3,ExpressAir,Health and beauty,54.86,5,5.486,3/29/2019,16:48,Ewallet,49.374,2.8,517,Member
521-18-7827,WH2,Regular Air,Home and lifestyle,39.39,5,1.9695,1/22/2019,20:46,Credit card,35.451,2.7,518,Member
220-28-1851,WH1,Special Air  ,Home and lifestyle,34.73,2,2.7784,3/1/2019,18:14,Ewallet,31.257,2.9,519,Normal
600-38-9738,WH2,ExpressAir,Sports and travel,71.92,5,7.192,1/17/2019,15:05,Credit card,64.728,4.4,520,Member
734-91-1155,WH3,ExpressAir,Electronic accessories,45.71,3,4.571,3/26/2019,10:34,Credit card,41.139,3.9,521,Normal
451-28-5717,WH2,Special Air  ,Home and lifestyle,83.17,6,6.6536,3/20/2019,11:23,Cash,74.853,3.5,522,Member
609-81-8548,WH1,ExpressAir,Home and lifestyle,37.44,6,3.744,2/6/2019,13:55,Credit card,33.696,2.5,523,Member
133-14-7229,WH2,Special Air  ,Health and beauty,62.87,2,5.0296,1/1/2019,11:43,Cash,56.583,4.9,524,Normal
534-01-4457,WH1,Regular Air,Food and beverages,81.71,6,4.0855,1/27/2019,14:36,Credit card,73.539,4.8,525,Normal
719-89-8991,WH1,Special Air  ,Sports and travel,91.41,5,7.3128,2/25/2019,16:03,Ewallet,82.269,3.2,526,Member
286-62-6248,WH3,Regular Air,Fashion accessories,39.21,4,1.9605,1/16/2019,20:03,Credit card,35.289,4.9,527,Normal
339-38-9982,WH3,ExpressAir,Fashion accessories,59.86,2,5.986,1/13/2019,14:55,Ewallet,53.874,4.3,528,Member
827-44-5872,WH3,Regular Air,Food and beverages,54.36,10,2.718,2/7/2019,11:28,Credit card,48.924,3.2,529,Member
827-77-7633,WH1,Special Air  ,Sports and travel,98.09,9,7.8472,2/17/2019,19:41,Cash,88.281,3.7,530,Normal
287-83-1405,WH1,ExpressAir,Health and beauty,25.43,6,2.543,2/12/2019,19:01,Ewallet,22.887,3.2,531,Normal
435-13-4908,WH1,Regular Air,Fashion accessories,86.68,8,4.334,1/24/2019,18:04,Credit card,78.012,3.4,532,Member
857-67-9057,WH3,Regular Air,Electronic accessories,22.95,10,1.1475,2/6/2019,19:20,Ewallet,20.655,4.1,533,Normal
236-27-1144,WH2,Regular Air,Food and beverages,16.31,9,0.8155,3/26/2019,10:31,Ewallet,14.679,4.5,534,Normal
892-05-6689,WH1,Regular Air,Home and lifestyle,28.32,5,1.416,3/11/2019,13:28,Ewallet,25.488,4.5,535,Normal
583-41-4548,WH2,Special Air  ,Home and lifestyle,16.67,7,1.3336,2/7/2019,11:36,Ewallet,15.003,3.2,536,Normal
339-12-4827,WH3,Regular Air,Fashion accessories,73.96,1,3.698,1/5/2019,11:32,Credit card,66.564,4.4,537,Member
643-38-7867,WH1,Special Air  ,Home and lifestyle,97.94,1,7.8352,3/7/2019,11:44,Ewallet,88.146,3,538,Normal
308-81-0538,WH1,Regular Air,Fashion accessories,73.05,4,3.6525,2/25/2019,17:16,Credit card,65.745,3.2,539,Normal
358-88-9262,WH2,Regular Air,Food and beverages,87.48,6,4.374,2/1/2019,18:43,Ewallet,78.732,4,540,Member
460-35-4390,WH1,Regular Air,Home and lifestyle,30.68,3,1.534,1/22/2019,11:00,Ewallet,27.612,3.1,541,Normal
343-87-0864,WH2,Special Air  ,Health and beauty,75.88,1,6.0704,1/3/2019,10:30,Credit card,68.292,2.8,542,Member
173-50-1108,WH3,Regular Air,Sports and travel,20.18,4,1.009,2/13/2019,12:14,Credit card,18.162,4.6,543,Member
243-47-2663,WH2,Regular Air,Electronic accessories,18.77,6,0.9385,1/28/2019,16:43,Credit card,16.893,4.3,544,Member
841-18-8232,WH3,Special Air  ,Food and beverages,71.2,1,5.696,1/5/2019,20:40,Credit card,64.08,3.3,545,Normal
701-23-5550,WH3,ExpressAir,Home and lifestyle,38.81,4,3.881,3/19/2019,13:40,Ewallet,34.929,3.5,546,Member
647-50-1224,WH1,ExpressAir,Fashion accessories,29.42,10,2.942,1/12/2019,16:23,Ewallet,26.478,3.4,547,Normal
541-48-8554,WH1,Special Air  ,Sports and travel,60.95,9,4.876,1/7/2019,12:08,Credit card,54.855,2.8,548,Normal
539-21-7227,WH3,Special Air  ,Sports and travel,51.54,5,4.1232,1/26/2019,17:45,Cash,46.386,4.6,549,Normal
213-32-1216,WH1,ExpressAir,Electronic accessories,66.06,6,6.606,1/23/2019,10:28,Cash,59.454,3.6,550,Normal
747-58-7183,WH3,Regular Air,Fashion accessories,57.27,3,2.8635,2/9/2019,20:31,Ewallet,51.543,3.3,551,Normal
582-52-8065,WH3,Regular Air,Fashion accessories,54.31,9,2.7155,2/22/2019,10:49,Cash,48.879,3.1,552,Normal
210-57-1719,WH3,Regular Air,Health and beauty,58.24,9,2.912,2/5/2019,12:34,Cash,52.416,3.5,553,Normal
399-69-4630,WH2,ExpressAir,Electronic accessories,22.21,6,2.221,3/7/2019,10:23,Credit card,19.989,3.2,554,Normal
134-75-2619,WH1,Regular Air,Electronic accessories,19.32,7,0.966,3/25/2019,18:51,Cash,17.388,3,555,Member
356-44-8813,WH3,ExpressAir,Home and lifestyle,37.48,3,3.748,1/20/2019,13:45,Credit card,33.732,4.8,556,Normal
198-66-9832,WH3,ExpressAir,Fashion accessories,72.04,2,7.204,2/4/2019,19:38,Cash,64.836,5,557,Member
283-26-5248,WH2,Special Air  ,Food and beverages,98.52,10,7.8816,1/30/2019,20:23,Ewallet,88.668,2.9,558,Member
712-39-0363,WH1,Regular Air,Food and beverages,41.66,6,2.083,1/2/2019,15:24,Ewallet,37.494,3.2,559,Member
218-59-9410,WH1,Regular Air,Home and lifestyle,72.42,3,3.621,3/29/2019,16:54,Ewallet,65.178,2.9,560,Member
174-75-0888,WH3,ExpressAir,Electronic accessories,21.58,9,2.158,3/14/2019,12:32,Cash,19.422,3.3,561,Normal
866-99-7614,WH2,Regular Air,Food and beverages,89.2,10,4.46,2/11/2019,15:42,Credit card,80.28,2.6,562,Normal
134-54-4720,WH3,Regular Air,Electronic accessories,42.42,8,2.121,1/30/2019,13:58,Ewallet,38.178,3.5,563,Normal
760-90-2357,WH1,Regular Air,Electronic accessories,74.51,6,3.7255,3/20/2019,15:08,Ewallet,67.059,4.4,564,Member
514-37-2845,WH3,Regular Air,Fashion accessories,99.25,2,4.9625,3/20/2019,13:02,Cash,89.325,3.4,565,Normal
698-98-5964,WH1,Regular Air,Food and beverages,81.21,10,4.0605,1/17/2019,13:01,Credit card,73.089,4.2,566,Normal
718-57-9773,WH2,Regular Air,Sports and travel,49.33,10,2.4665,2/3/2019,16:40,Credit card,44.397,3.6,567,Normal
651-88-7328,WH1,Special Air  ,Fashion accessories,65.74,9,5.2592,1/1/2019,13:55,Cash,59.166,3,568,Normal
241-11-2261,WH3,ExpressAir,Fashion accessories,79.86,7,7.986,1/10/2019,10:33,Credit card,71.874,4,569,Normal
408-26-9866,WH2,ExpressAir,Sports and travel,73.98,7,7.398,3/2/2019,16:42,Ewallet,66.582,4.4,570,Normal
834-83-1826,WH3,Regular Air,Home and lifestyle,82.04,5,4.102,2/25/2019,17:16,Credit card,73.836,4.1,571,Member
343-61-3544,WH3,Special Air  ,Sports and travel,26.67,10,2.1336,1/29/2019,11:48,Cash,24.003,3.6,572,Member
239-48-4278,WH1,ExpressAir,Food and beverages,10.13,7,1.013,3/10/2019,19:35,Ewallet,9.117,4.6,573,Member
355-34-6244,WH3,Regular Air,Food and beverages,72.39,2,3.6195,1/13/2019,19:55,Credit card,65.151,3.2,574,Normal
550-84-8664,WH1,Special Air  ,Sports and travel,85.91,5,6.8728,3/22/2019,14:33,Credit card,77.319,4.8,575,Normal
339-96-8318,WH3,ExpressAir,Fashion accessories,81.31,7,8.131,3/1/2019,19:49,Ewallet,73.179,4.8,576,Member
458-61-0011,WH3,ExpressAir,Food and beverages,60.3,4,6.03,2/20/2019,18:43,Cash,54.27,5,577,Normal
592-34-6155,WH2,Regular Air,Food and beverages,31.77,4,1.5885,1/14/2019,14:43,Ewallet,28.593,3.7,578,Normal
797-88-0493,WH1,Special Air  ,Health and beauty,64.27,4,5.1416,3/26/2019,13:54,Cash,57.843,4.6,579,Normal
207-73-1363,WH3,Special Air  ,Health and beauty,69.51,2,5.5608,3/1/2019,12:15,Ewallet,62.559,3.7,580,Normal
390-31-6381,WH2,Special Air  ,Food and beverages,27.22,3,2.1776,1/7/2019,12:37,Cash,24.498,4.1,581,Normal
443-82-0585,WH1,Regular Air,Health and beauty,77.68,4,3.884,2/1/2019,19:54,Cash,69.912,2.7,582,Member
339-18-7061,WH2,Special Air  ,Fashion accessories,92.98,2,7.4384,2/13/2019,15:06,Credit card,83.682,4.9,583,Member
359-90-3665,WH3,Regular Air,Fashion accessories,18.08,4,0.904,1/14/2019,18:03,Credit card,16.272,4,584,Member
375-72-3056,WH3,ExpressAir,Sports and travel,63.06,3,6.306,1/19/2019,15:58,Ewallet,56.754,4.7,585,Normal
127-47-6963,WH1,Regular Air,Health and beauty,51.71,4,2.5855,3/9/2019,13:53,Credit card,46.539,2.8,586,Normal
278-86-2735,WH1,Special Air  ,Food and beverages,52.34,3,4.1872,3/27/2019,14:03,Cash,47.106,4.9,587,Normal
695-28-6250,WH1,Special Air  ,Sports and travel,43.06,5,3.4448,2/4/2019,16:38,Ewallet,38.754,4.2,588,Normal
379-17-6588,WH2,ExpressAir,Fashion accessories,59.61,10,5.961,3/14/2019,11:07,Cash,53.649,3,589,Normal
227-50-3718,WH1,Regular Air,Health and beauty,14.62,5,0.731,3/4/2019,12:23,Cash,13.158,3.4,590,Normal
302-15-2162,WH2,Regular Air,Health and beauty,46.53,6,2.3265,3/3/2019,10:54,Credit card,41.877,4.6,591,Member
788-07-8452,WH2,ExpressAir,Home and lifestyle,24.24,7,2.424,1/27/2019,17:38,Ewallet,21.816,4.2,592,Member
560-49-6611,WH1,Regular Air,Sports and travel,45.58,1,2.279,2/7/2019,14:13,Cash,41.022,3.2,593,Member
880-35-0356,WH1,Special Air  ,Sports and travel,75.2,3,6.016,2/5/2019,11:51,Ewallet,67.68,4.4,594,Member
585-11-6748,WH3,ExpressAir,Sports and travel,96.8,3,9.68,3/15/2019,13:05,Cash,87.12,2.5,595,Member
470-31-3286,WH3,Special Air  ,Health and beauty,14.82,3,1.1856,3/1/2019,11:30,Credit card,13.338,3.6,596,Normal
152-68-2907,WH1,Regular Air,Food and beverages,52.2,3,2.61,2/15/2019,13:30,Credit card,46.98,4.5,597,Normal
123-35-4896,WH2,Regular Air,Sports and travel,46.66,9,2.333,2/17/2019,19:11,Ewallet,41.994,3.4,598,Normal
258-69-7810,WH2,Special Air  ,Fashion accessories,36.85,5,2.948,1/26/2019,18:53,Cash,33.165,3.2,599,Normal
334-64-2006,WH1,ExpressAir,Home and lifestyle,70.32,2,7.032,3/24/2019,14:22,Ewallet,63.288,4.2,600,Member
219-61-4139,WH2,Regular Air,Electronic accessories,83.08,1,4.154,1/23/2019,17:16,Ewallet,74.772,5,601,Normal
881-41-7302,WH2,ExpressAir,Fashion accessories,64.99,1,6.499,1/26/2019,10:06,Credit card,58.491,4.7,602,Normal
373-09-4567,WH2,Regular Air,Food and beverages,77.56,10,3.878,3/14/2019,20:35,Ewallet,69.804,4.2,603,Normal
642-30-6693,WH3,Regular Air,Sports and travel,54.51,6,2.7255,3/17/2019,13:54,Ewallet,49.059,3.4,604,Normal
484-22-8230,WH2,ExpressAir,Fashion accessories,51.89,7,5.189,1/8/2019,20:08,Cash,46.701,4.4,605,Member
830-58-2383,WH3,Special Air  ,Home and lifestyle,31.75,4,2.54,2/8/2019,15:26,Cash,28.575,4.2,606,Normal
559-98-9873,WH1,Regular Air,Fashion accessories,53.65,7,2.6825,2/10/2019,12:56,Ewallet,48.285,4.5,607,Member
544-32-5024,WH2,ExpressAir,Food and beverages,49.79,4,4.979,3/28/2019,19:16,Credit card,44.811,2.8,608,Member
318-12-0304,WH1,ExpressAir,Fashion accessories,30.61,1,3.061,1/23/2019,12:20,Ewallet,27.549,3.3,609,Normal
349-97-8902,WH3,ExpressAir,Food and beverages,57.89,2,5.789,1/17/2019,10:37,Ewallet,52.101,4.6,610,Member
421-95-9805,WH1,Regular Air,Electronic accessories,28.96,1,1.448,2/7/2019,10:18,Credit card,26.064,2.5,611,Normal
277-35-5865,WH2,Regular Air,Food and beverages,98.97,9,4.9485,3/9/2019,11:23,Cash,89.073,4.7,612,Member
789-23-8625,WH3,ExpressAir,Fashion accessories,93.22,3,9.322,1/24/2019,11:45,Cash,83.898,4.6,613,Member
284-54-4231,WH2,ExpressAir,Sports and travel,80.93,1,8.093,1/19/2019,16:08,Credit card,72.837,2.6,614,Member
443-59-0061,WH1,Regular Air,Food and beverages,67.45,10,3.3725,2/3/2019,11:25,Ewallet,60.705,4,615,Member
509-29-3912,WH1,Regular Air,Sports and travel,38.72,9,1.936,3/20/2019,12:24,Ewallet,34.848,2.6,616,Member
327-40-9673,WH3,Regular Air,Sports and travel,72.6,6,3.63,1/13/2019,19:51,Cash,65.34,4.6,617,Member
840-19-2096,WH2,Regular Air,Electronic accessories,87.91,5,4.3955,3/14/2019,18:10,Ewallet,79.119,2.6,618,Member
828-46-6863,WH1,Regular Air,Food and beverages,98.53,6,4.9265,1/23/2019,11:22,Credit card,88.677,4,619,Member
641-96-3695,WH2,Special Air  ,Fashion accessories,43.46,6,3.4768,2/7/2019,17:55,Ewallet,39.114,4.6,620,Member
420-97-3340,WH1,Special Air  ,Food and beverages,71.68,3,5.7344,3/28/2019,15:30,Credit card,64.512,3.7,621,Normal
436-54-4512,WH1,Special Air  ,Food and beverages,91.61,1,7.3288,3/20/2019,19:44,Cash,82.449,4.4,622,Member
670-79-6321,WH3,ExpressAir,Home and lifestyle,94.59,7,9.459,1/17/2019,15:27,Credit card,85.131,4,623,Member
852-62-7105,WH3,ExpressAir,Fashion accessories,83.25,10,8.325,1/12/2019,11:25,Credit card,74.925,4.7,624,Normal
598-06-7312,WH3,ExpressAir,Fashion accessories,91.35,1,9.135,2/16/2019,15:42,Cash,82.215,3.4,625,Member
135-13-8269,WH3,ExpressAir,Food and beverages,78.88,2,7.888,1/26/2019,16:04,Cash,70.992,4,626,Member
816-57-2053,WH1,ExpressAir,Sports and travel,60.87,2,6.087,3/9/2019,12:37,Ewallet,54.783,3.9,627,Normal
628-90-8624,WH3,ExpressAir,Health and beauty,82.58,10,8.258,3/14/2019,14:41,Cash,74.322,4.1,628,Member
856-66-2701,WH1,Regular Air,Home and lifestyle,53.3,3,2.665,1/25/2019,14:19,Ewallet,47.97,3.7,629,Member
308-39-1707,WH1,Special Air  ,Fashion accessories,12.09,1,0.9672,1/26/2019,18:19,Credit card,10.881,4.7,630,Normal
149-61-1929,WH1,Special Air  ,Sports and travel,64.19,10,5.1352,1/19/2019,14:08,Credit card,57.771,4.3,631,Normal
655-07-2265,WH1,ExpressAir,Electronic accessories,78.31,3,7.831,3/5/2019,16:38,Ewallet,70.479,4.1,632,Normal
589-02-8023,WH1,Regular Air,Food and beverages,83.77,2,4.1885,1/15/2019,10:54,Credit card,75.393,3.9,633,Member
420-04-7590,WH3,Regular Air,Home and lifestyle,99.7,3,4.985,3/18/2019,11:29,Ewallet,89.73,2.9,634,Normal
182-88-2763,WH3,Regular Air,Food and beverages,79.91,3,3.9955,3/20/2019,19:28,Credit card,71.919,3.9,635,Member
188-55-0967,WH3,ExpressAir,Health and beauty,66.47,10,6.647,1/15/2019,15:01,Credit card,59.823,4.3,636,Member
610-46-4100,WH1,Regular Air,Health and beauty,28.95,7,1.4475,3/3/2019,20:31,Credit card,26.055,2.8,637,Normal
318-81-2368,WH2,Special Air  ,Electronic accessories,46.2,1,3.696,3/19/2019,12:16,Cash,41.58,3.4,638,Normal
364-33-8584,WH3,Special Air  ,Food and beverages,17.63,5,1.4104,3/8/2019,15:27,Cash,15.867,2.7,639,Member
665-63-9737,WH3,Special Air  ,Fashion accessories,52.42,3,4.1936,2/27/2019,17:36,Ewallet,47.178,4,640,Normal
695-09-5146,WH3,Special Air  ,Food and beverages,98.79,3,7.9032,2/23/2019,20:00,Ewallet,88.911,4.4,641,Member
155-45-3814,WH2,Special Air  ,Electronic accessories,88.55,8,7.084,3/19/2019,15:29,Ewallet,79.695,3.9,642,Member
794-32-2436,WH3,Regular Air,Electronic accessories,55.67,2,2.7835,3/27/2019,15:08,Ewallet,50.103,2.8,643,Member
131-15-8856,WH2,Special Air  ,Food and beverages,72.52,8,5.8016,3/30/2019,19:26,Credit card,65.268,3.2,644,Member
273-84-2164,WH2,ExpressAir,Electronic accessories,12.05,5,1.205,2/16/2019,15:53,Ewallet,10.845,4.3,645,Member
